MODUL
MSR310220

CHANNEL
TIME;ACC x;ACC y;ACC z;BAT
19.10.2015 11:31:55.049;0.258;-0.968;-0.115;
19.10.2015 11:31:56.049;0.226;-0.968;0.082;
19.10.2015 11:31:57.049;0.226;-0.968;0.115;
19.10.2015 11:31:58.049;0.226;-0.968;0.115;
19.10.2015 11:31:59.049;0.226;-0.968;0.148;
19.10.2015 11:32:00.049;0.226;-0.968;0.115;
19.10.2015 11:32:01.049;0.226;-0.968;0.082;
19.10.2015 11:32:02.049;0.258;-0.937;0.082;
19.10.2015 11:32:03.049;0.258;-0.937;0.049;
19.10.2015 11:32:04.049;0.226;-0.937;0.049;
19.10.2015 11:32:05.049;0.226;-0.937;0.082;
19.10.2015 11:32:06.049;0.226;-0.937;0.115;
19.10.2015 11:32:07.049;0.258;-0.968;0.082;
19.10.2015 11:32:08.049;0.226;-0.937;0.115;
19.10.2015 11:32:09.049;0.226;-0.968;0.082;
19.10.2015 11:32:10.049;0.258;-0.937;0.115;
19.10.2015 11:32:11.049;0.226;-0.937;0.115;
19.10.2015 11:32:12.049;0.258;-0.968;-0.016;
19.10.2015 11:32:13.049;0.258;-0.937;-0.016;
19.10.2015 11:32:14.049;0.258;-0.937;0.016;
19.10.2015 11:32:15.049;0.258;-0.968;0.016;
19.10.2015 11:32:16.049;0.258;-0.968;-0.016;
19.10.2015 11:32:17.049;0.258;-0.968;0.016;
19.10.2015 11:32:18.049;0.258;-0.968;0.049;
19.10.2015 11:32:19.049;0.258;-0.937;0.016;
19.10.2015 11:32:20.049;0.258;-0.968;0.082;
19.10.2015 11:32:21.049;0.290;-0.937;0.082;
19.10.2015 11:32:22.049;0.290;-0.937;0.082;
19.10.2015 11:32:23.049;0.290;-0.937;0.049;
19.10.2015 11:32:24.049;0.290;-0.937;0.049;
19.10.2015 11:32:25.049;0.290;-0.937;0.049;
19.10.2015 11:32:26.049;0.290;-0.937;0.049;
19.10.2015 11:32:27.049;0.290;-0.937;0.049;
19.10.2015 11:32:28.049;0.258;-0.937;0.049;
19.10.2015 11:32:29.049;0.290;-0.968;0.016;
19.10.2015 11:32:30.049;0.290;-0.937;0.016;
19.10.2015 11:32:31.049;0.290;-0.937;0.016;
19.10.2015 11:32:32.049;0.323;-0.937;0.016;
19.10.2015 11:32:33.049;0.290;-0.937;0.049;
19.10.2015 11:32:34.049;0.290;-0.937;0.049;
19.10.2015 11:32:35.049;0.258;-0.968;0.049;
19.10.2015 11:32:36.049;0.258;-0.968;0.049;
19.10.2015 11:32:37.049;0.290;-0.937;0.016;
19.10.2015 11:32:38.049;0.290;-0.968;0.016;
19.10.2015 11:32:39.049;0.290;-0.937;0.049;
19.10.2015 11:32:40.049;0.290;-0.937;0.049;
19.10.2015 11:32:41.049;0.290;-0.937;0.016;
19.10.2015 11:32:42.049;0.290;-0.937;0.016;
19.10.2015 11:32:43.049;0.258;-0.937;0.016;
19.10.2015 11:32:44.049;0.355;-0.968;0.049;
19.10.2015 11:32:45.049;0.258;-0.968;0.082;
19.10.2015 11:32:46.049;0.226;-0.937;0.049;
19.10.2015 11:32:47.049;0.226;-0.968;0.049;
19.10.2015 11:32:48.049;0.226;-0.968;0.082;
19.10.2015 11:32:49.049;0.226;-0.968;0.082;
19.10.2015 11:32:50.049;0.258;-0.937;0.016;
19.10.2015 11:32:51.049;0.226;-0.968;0.082;
19.10.2015 11:32:52.049;0.258;-0.968;0.049;
19.10.2015 11:32:53.049;0.258;-0.968;0.082;
19.10.2015 11:32:54.049;0.226;-0.937;0.082;
19.10.2015 11:32:55.049;0.226;-0.937;0.082;
19.10.2015 11:32:56.049;0.323;-0.937;0.049;
19.10.2015 11:32:57.049;0.290;-0.968;-0.016;
19.10.2015 11:32:58.049;0.290;-0.937;-0.016;
19.10.2015 11:32:59.049;0.258;-0.937;-0.016;
19.10.2015 11:33:00.049;0.258;-0.937;0.115;
19.10.2015 11:33:01.049;0.290;-0.968;0.148;
19.10.2015 11:33:02.049;0.290;-0.937;0.148;
19.10.2015 11:33:03.049;0.290;-0.937;0.049;
19.10.2015 11:33:04.049;0.290;-0.968;0.082;
19.10.2015 11:33:05.049;0.258;-0.937;0.016;
19.10.2015 11:33:06.049;0.290;-0.937;0.049;
19.10.2015 11:33:07.049;0.258;-0.937;0.016;
19.10.2015 11:33:08.049;0.290;-0.937;0.049;
19.10.2015 11:33:09.049;0.290;-0.937;0.049;
19.10.2015 11:33:10.049;0.290;-0.937;0.049;
19.10.2015 11:33:11.049;0.290;-0.937;0.049;
19.10.2015 11:33:12.049;0.290;-0.937;0.049;
19.10.2015 11:33:13.049;0.290;-0.968;0.049;
19.10.2015 11:33:14.049;0.290;-0.937;0.049;
19.10.2015 11:33:15.049;0.290;-0.937;0.049;
19.10.2015 11:33:16.049;0.290;-0.937;0.016;
19.10.2015 11:33:17.049;0.290;-0.937;0.016;
19.10.2015 11:33:18.049;0.290;-0.968;0.016;
19.10.2015 11:33:19.049;0.290;-0.937;0.016;
19.10.2015 11:33:20.049;0.290;-0.937;0.016;
19.10.2015 11:33:21.049;0.290;-0.937;0.016;
19.10.2015 11:33:22.049;0.323;-0.937;-0.049;
19.10.2015 11:33:23.049;0.290;-0.937;0.016;
19.10.2015 11:33:24.049;0.323;-0.937;0.049;
19.10.2015 11:33:25.049;0.290;-0.937;0.049;
19.10.2015 11:33:26.049;0.290;-0.937;0.016;
19.10.2015 11:33:27.049;0.290;-0.937;0.016;
19.10.2015 11:33:28.049;0.290;-0.937;0.049;
19.10.2015 11:33:29.049;0.290;-0.937;0.049;
19.10.2015 11:33:30.049;0.323;-0.937;0.049;
19.10.2015 11:33:31.049;0.323;-0.937;0.016;
19.10.2015 11:33:32.049;0.290;-0.937;0.049;
19.10.2015 11:33:33.049;0.290;-0.937;0.049;
19.10.2015 11:33:34.049;0.290;-0.968;0.049;
19.10.2015 11:33:35.049;0.290;-0.937;0.049;
19.10.2015 11:33:36.049;0.290;-0.937;0.049;
19.10.2015 11:33:37.049;0.290;-0.937;0.049;
19.10.2015 11:33:38.049;0.290;-0.937;0.049;
19.10.2015 11:33:39.049;0.290;-0.968;0.049;
19.10.2015 11:33:40.049;0.290;-0.937;0.049;
19.10.2015 11:33:41.049;0.290;-0.968;0.016;
19.10.2015 11:33:42.049;0.290;-0.937;0.049;
19.10.2015 11:33:43.049;0.323;-0.937;0.049;
19.10.2015 11:33:44.049;0.290;-0.937;0.082;
19.10.2015 11:33:45.049;0.290;-0.937;0.049;
19.10.2015 11:33:46.049;0.290;-0.937;0.082;
19.10.2015 11:33:47.049;0.323;-0.937;0.016;
19.10.2015 11:33:48.049;0.323;-0.937;-0.016;
19.10.2015 11:33:49.049;0.355;-0.905;0.115;
19.10.2015 11:33:50.049;0.677;-1.032;-0.082;
19.10.2015 11:33:51.049;0.290;-0.937;0.049;
19.10.2015 11:33:52.049;0.258;-0.968;0.049;
19.10.2015 11:33:53.049;0.258;-0.968;0.016;
19.10.2015 11:33:54.049;0.258;-0.937;0.049;
19.10.2015 11:33:55.049;0.290;-0.937;0.049;
19.10.2015 11:33:56.049;0.258;-0.937;0.049;
19.10.2015 11:33:57.049;0.258;-0.937;0.049;
19.10.2015 11:33:58.049;0.258;-0.968;0.049;
19.10.2015 11:33:59.049;0.258;-0.937;0.049;
19.10.2015 11:34:00.049;0.258;-0.937;0.049;
19.10.2015 11:34:01.049;0.258;-0.968;0.082;
19.10.2015 11:34:02.049;0.258;-0.968;0.049;
19.10.2015 11:34:03.049;0.258;-0.968;0.049;
19.10.2015 11:34:04.049;0.258;-0.968;0.082;
19.10.2015 11:34:05.049;0.258;-0.937;0.082;
19.10.2015 11:34:06.049;0.258;-0.968;-0.049;
19.10.2015 11:34:07.049;0.258;-0.937;-0.016;
19.10.2015 11:34:08.049;0.258;-0.937;0.016;
19.10.2015 11:34:09.049;0.290;-0.968;0.016;
19.10.2015 11:34:10.049;0.258;-0.968;0.016;
19.10.2015 11:34:11.049;0.258;-0.937;0.016;
19.10.2015 11:34:12.049;0.290;-0.937;0.016;
19.10.2015 11:34:13.049;0.290;-0.937;0.016;
19.10.2015 11:34:14.049;0.323;-0.937;-0.016;
19.10.2015 11:34:15.049;0.355;-0.937;0.016;
19.10.2015 11:34:16.049;0.323;-0.937;0.016;
19.10.2015 11:34:17.049;0.323;-0.937;0.049;
19.10.2015 11:34:18.049;0.323;-0.937;0.049;
19.10.2015 11:34:19.049;0.323;-0.937;0.016;
19.10.2015 11:34:20.049;0.290;-0.937;0.016;
19.10.2015 11:34:21.049;0.581;-0.968;0.082;
19.10.2015 11:34:22.049;0.452;-0.873;0.082;
19.10.2015 11:34:23.049;2.613;-1.571;0.738;
19.10.2015 11:34:24.049;0.032;-0.968;0.049;
19.10.2015 11:34:25.049;0.032;-0.968;-0.016;
19.10.2015 11:34:26.049;0.032;-1.000;0.049;
19.10.2015 11:34:27.049;0.000;-1.000;0.016;
19.10.2015 11:34:28.049;-0.032;-1.000;0.016;
19.10.2015 11:34:29.049;0.000;-0.968;-0.016;
19.10.2015 11:34:30.049;0.000;-1.000;0.016;
19.10.2015 11:34:31.049;0.000;-0.968;0.016;
19.10.2015 11:34:32.049;0.000;-1.000;0.049;
19.10.2015 11:34:33.049;0.000;-0.968;-0.016;
19.10.2015 11:34:34.049;-0.032;-1.000;0.049;
19.10.2015 11:34:35.049;-0.065;-1.000;0.016;
19.10.2015 11:34:36.049;0.032;-1.000;0.016;
19.10.2015 11:34:37.049;0.000;-0.968;0.016;
19.10.2015 11:34:38.049;0.000;-0.968;-0.016;
19.10.2015 11:34:39.049;0.097;-1.000;0.016;
19.10.2015 11:34:40.049;0.000;-0.968;-0.016;
19.10.2015 11:34:41.049;0.000;-1.000;-0.016;
19.10.2015 11:34:42.049;0.129;-1.032;0.016;
19.10.2015 11:34:43.049;0.000;-1.000;-0.049;
19.10.2015 11:34:44.049;0.000;-1.000;-0.016;
19.10.2015 11:34:45.049;0.000;-1.000;-0.016;
19.10.2015 11:34:46.049;-0.032;-0.968;0.115;
19.10.2015 11:34:47.049;-0.129;-1.159;0.016;
19.10.2015 11:34:48.049;0.452;-0.968;0.148;
19.10.2015 11:34:49.049;0.226;-0.937;0.082;
19.10.2015 11:34:50.049;0.226;-0.968;-0.016;
19.10.2015 11:34:51.049;0.226;-0.968;0.082;
19.10.2015 11:34:52.049;0.290;-0.905;0.148;
19.10.2015 11:34:53.049;0.290;-0.937;0.148;
19.10.2015 11:34:54.049;0.258;-0.968;0.049;
19.10.2015 11:34:55.049;0.226;-0.937;0.049;
19.10.2015 11:34:56.049;0.258;-0.968;0.049;
19.10.2015 11:34:57.049;0.258;-0.968;0.049;
19.10.2015 11:34:58.049;0.258;-0.937;0.049;
19.10.2015 11:34:59.049;0.258;-0.968;0.016;
19.10.2015 11:35:00.049;0.258;-0.937;0.016;3.85
19.10.2015 11:35:01.049;0.258;-0.968;0.049;
19.10.2015 11:35:02.049;0.258;-0.968;0.016;
19.10.2015 11:35:03.049;0.258;-0.968;0.016;
19.10.2015 11:35:04.049;0.258;-0.937;0.049;
19.10.2015 11:35:05.049;0.258;-0.968;0.016;
19.10.2015 11:35:06.049;0.258;-0.968;0.049;
19.10.2015 11:35:07.049;0.258;-0.968;0.016;
19.10.2015 11:35:08.049;0.258;-0.968;0.049;
19.10.2015 11:35:09.049;0.258;-0.937;0.049;
19.10.2015 11:35:10.049;0.258;-0.937;0.049;
19.10.2015 11:35:11.049;0.258;-0.968;0.049;
19.10.2015 11:35:12.049;0.258;-0.937;0.148;
19.10.2015 11:35:13.049;0.226;-0.937;0.115;
19.10.2015 11:35:14.049;0.226;-1.000;-0.016;
19.10.2015 11:35:15.049;0.194;-0.937;0.180;
19.10.2015 11:35:16.049;0.194;-0.905;0.148;
19.10.2015 11:35:17.049;0.258;-0.937;0.180;
19.10.2015 11:35:18.049;0.258;-0.937;0.148;
19.10.2015 11:35:19.049;0.226;-0.937;0.148;
19.10.2015 11:35:20.049;0.258;-0.937;0.148;
19.10.2015 11:35:21.049;0.226;-0.968;0.115;
19.10.2015 11:35:22.049;0.355;-1.032;0.049;
19.10.2015 11:35:23.049;0.194;-0.968;0.016;
19.10.2015 11:35:24.049;0.258;-0.968;0.180;
19.10.2015 11:35:25.049;0.226;-0.937;0.213;
19.10.2015 11:35:26.049;0.226;-0.937;0.148;
19.10.2015 11:35:27.049;0.194;-0.968;0.148;
19.10.2015 11:35:28.049;0.226;-0.937;0.148;
19.10.2015 11:35:29.049;0.194;-0.968;0.148;
19.10.2015 11:35:30.049;0.194;-0.937;0.148;
19.10.2015 11:35:31.049;0.194;-0.937;0.148;
19.10.2015 11:35:32.049;0.194;-0.937;0.148;
19.10.2015 11:35:33.049;0.194;-0.937;0.148;
19.10.2015 11:35:34.049;0.194;-0.968;0.148;
19.10.2015 11:35:35.049;0.226;-0.968;0.148;
19.10.2015 11:35:36.049;0.194;-0.968;0.148;
19.10.2015 11:35:37.049;0.226;-0.968;0.148;
19.10.2015 11:35:38.049;0.194;-0.968;0.148;
19.10.2015 11:35:39.049;0.194;-0.968;0.049;
19.10.2015 11:35:40.049;0.194;-0.968;0.082;
19.10.2015 11:35:41.049;0.194;-0.968;0.082;
19.10.2015 11:35:42.049;0.226;-0.968;0.082;
19.10.2015 11:35:43.049;0.194;-0.968;0.049;
19.10.2015 11:35:44.049;0.226;-0.968;0.115;
19.10.2015 11:35:45.049;0.194;-0.968;0.115;
19.10.2015 11:35:46.049;0.194;-0.968;0.082;
19.10.2015 11:35:47.049;0.194;-0.968;0.148;
19.10.2015 11:35:48.049;0.194;-0.968;0.082;
19.10.2015 11:35:49.049;0.194;-0.968;0.049;
19.10.2015 11:35:50.049;0.194;-0.968;0.082;
19.10.2015 11:35:51.049;0.194;-0.968;0.082;
19.10.2015 11:35:52.049;0.226;-0.937;0.049;
19.10.2015 11:35:53.049;0.194;-0.968;0.082;
19.10.2015 11:35:54.049;0.194;-0.968;0.115;
19.10.2015 11:35:55.049;0.226;-0.968;0.082;
19.10.2015 11:35:56.049;0.226;-0.968;0.082;
19.10.2015 11:35:57.049;0.226;-0.968;0.115;
19.10.2015 11:35:58.049;0.226;-0.968;0.082;
19.10.2015 11:35:59.049;0.194;-0.937;0.148;
19.10.2015 11:36:00.049;0.194;-0.968;0.115;
19.10.2015 11:36:01.049;0.194;-0.968;0.148;
19.10.2015 11:36:02.049;0.226;-0.937;0.148;
19.10.2015 11:36:03.049;0.194;-0.968;0.115;
19.10.2015 11:36:04.049;0.226;-0.968;0.115;
19.10.2015 11:36:05.049;0.226;-0.937;0.115;
19.10.2015 11:36:06.049;0.194;-0.968;0.082;
19.10.2015 11:36:07.049;0.194;-0.968;0.115;
19.10.2015 11:36:08.049;0.194;-0.968;0.115;
19.10.2015 11:36:09.049;0.194;-0.968;0.082;
19.10.2015 11:36:10.049;0.194;-0.968;0.115;
19.10.2015 11:36:11.049;0.194;-0.968;0.115;
19.10.2015 11:36:12.049;0.194;-0.937;0.082;
19.10.2015 11:36:13.049;0.226;-0.937;0.148;
19.10.2015 11:36:14.049;0.226;-0.968;0.115;
19.10.2015 11:36:15.049;0.226;-0.968;0.082;
19.10.2015 11:36:16.049;0.194;-0.968;0.148;
19.10.2015 11:36:17.049;0.194;-0.968;0.115;
19.10.2015 11:36:18.049;0.194;-0.968;0.082;
19.10.2015 11:36:19.049;0.194;-0.968;0.016;
19.10.2015 11:36:20.049;0.226;-0.968;0.049;
19.10.2015 11:36:21.049;0.194;-0.968;0.082;
19.10.2015 11:36:22.049;0.194;-0.968;0.082;
19.10.2015 11:36:23.049;0.194;-0.968;0.115;
19.10.2015 11:36:24.049;0.194;-0.968;0.115;
19.10.2015 11:36:25.049;0.194;-0.937;0.082;
19.10.2015 11:36:26.049;0.194;-0.968;0.115;
19.10.2015 11:36:27.049;0.194;-0.968;0.148;
19.10.2015 11:36:28.049;0.194;-0.937;0.115;
19.10.2015 11:36:29.049;0.194;-0.968;0.082;
19.10.2015 11:36:30.049;0.226;-0.968;0.148;
19.10.2015 11:36:31.049;0.194;-0.968;0.115;
19.10.2015 11:36:32.049;0.194;-0.968;0.148;
19.10.2015 11:36:33.049;0.226;-0.937;0.148;
19.10.2015 11:36:34.049;0.226;-0.937;0.049;
19.10.2015 11:36:35.049;0.194;-0.968;0.049;
19.10.2015 11:36:36.049;0.194;-0.968;0.082;
19.10.2015 11:36:37.049;0.226;-0.968;0.082;
19.10.2015 11:36:38.049;0.226;-0.968;0.082;
19.10.2015 11:36:39.049;0.226;-0.968;0.082;
19.10.2015 11:36:40.049;0.194;-0.968;0.082;
19.10.2015 11:36:41.049;0.226;-0.968;0.082;
19.10.2015 11:36:42.049;0.194;-0.968;0.082;
19.10.2015 11:36:43.049;0.194;-0.968;0.049;
19.10.2015 11:36:44.049;0.226;-0.968;0.115;
19.10.2015 11:36:45.049;0.226;-0.968;0.082;
19.10.2015 11:36:46.049;0.194;-0.968;0.082;
19.10.2015 11:36:47.049;0.226;-0.968;0.082;
19.10.2015 11:36:48.049;0.194;-0.968;0.115;
19.10.2015 11:36:49.049;0.226;-0.968;0.082;
19.10.2015 11:36:50.049;0.194;-0.937;0.082;
19.10.2015 11:36:51.049;0.226;-0.968;0.049;
19.10.2015 11:36:52.049;0.226;-0.937;0.049;
19.10.2015 11:36:53.049;0.226;-0.968;0.082;
19.10.2015 11:36:54.049;0.194;-0.968;0.049;
19.10.2015 11:36:55.049;0.194;-0.968;0.115;
19.10.2015 11:36:56.049;0.194;-0.968;0.082;
19.10.2015 11:36:57.049;0.194;-0.968;0.082;
19.10.2015 11:36:58.049;0.226;-0.968;0.115;
19.10.2015 11:36:59.049;0.226;-0.937;0.049;
19.10.2015 11:37:00.049;0.226;-0.968;0.115;
19.10.2015 11:37:01.049;0.194;-0.968;0.082;
19.10.2015 11:37:02.049;0.226;-0.968;0.082;
19.10.2015 11:37:03.049;0.226;-0.937;0.082;
19.10.2015 11:37:04.049;0.226;-0.968;0.115;
19.10.2015 11:37:05.049;0.226;-0.937;0.082;
19.10.2015 11:37:06.049;0.226;-0.968;0.115;
19.10.2015 11:37:07.049;0.226;-0.937;0.148;
19.10.2015 11:37:08.049;0.226;-0.937;0.115;
19.10.2015 11:37:09.049;0.226;-0.937;0.115;
19.10.2015 11:37:10.049;0.226;-0.968;0.082;
19.10.2015 11:37:11.049;0.226;-0.968;0.115;
19.10.2015 11:37:12.049;0.226;-0.937;0.082;
19.10.2015 11:37:13.049;0.226;-0.937;0.115;
19.10.2015 11:37:14.049;0.226;-0.968;0.115;
19.10.2015 11:37:15.049;0.226;-0.968;0.115;
19.10.2015 11:37:16.049;0.226;-0.968;0.115;
19.10.2015 11:37:17.049;0.194;-0.937;0.148;
19.10.2015 11:37:18.049;0.194;-0.968;0.082;
19.10.2015 11:37:19.049;0.226;-0.968;0.082;
19.10.2015 11:37:20.049;0.226;-0.968;0.115;
19.10.2015 11:37:21.049;0.194;-0.968;0.082;
19.10.2015 11:37:22.049;0.226;-0.937;0.115;
19.10.2015 11:37:23.049;0.194;-0.968;0.148;
19.10.2015 11:37:24.049;0.226;-0.968;0.148;
19.10.2015 11:37:25.049;0.226;-0.968;0.115;
19.10.2015 11:37:26.049;0.194;-0.968;0.148;
19.10.2015 11:37:27.049;0.194;-0.968;0.082;
19.10.2015 11:37:28.049;0.194;-0.968;0.082;
19.10.2015 11:37:29.049;0.161;-0.968;0.115;
19.10.2015 11:37:30.049;0.194;-0.968;0.148;
19.10.2015 11:37:31.049;0.194;-0.968;0.148;
19.10.2015 11:37:32.049;0.226;-0.968;0.148;
19.10.2015 11:37:33.049;0.226;-0.968;0.115;
19.10.2015 11:37:34.049;0.226;-0.968;0.115;
19.10.2015 11:37:35.049;0.194;-0.968;0.148;
19.10.2015 11:37:36.049;0.194;-0.968;0.115;
19.10.2015 11:37:37.049;0.194;-0.968;0.115;
19.10.2015 11:37:38.049;0.194;-0.937;0.115;
19.10.2015 11:37:39.049;0.226;-0.937;0.115;
19.10.2015 11:37:40.049;0.226;-0.937;0.115;
19.10.2015 11:37:41.049;0.226;-0.968;0.049;
19.10.2015 11:37:42.049;0.226;-0.968;0.115;
19.10.2015 11:37:43.049;0.194;-0.968;0.115;
19.10.2015 11:37:44.049;0.194;-0.968;0.115;
19.10.2015 11:37:45.049;0.226;-0.937;0.082;
19.10.2015 11:37:46.049;0.226;-0.937;-0.082;
19.10.2015 11:37:47.049;0.226;-0.937;0.082;
19.10.2015 11:37:48.049;0.226;-0.937;0.082;
19.10.2015 11:37:49.049;0.226;-0.968;0.115;
19.10.2015 11:37:50.049;0.226;-0.968;0.082;
19.10.2015 11:37:51.049;0.194;-0.968;0.082;
19.10.2015 11:37:52.049;0.226;-0.968;0.082;
19.10.2015 11:37:53.049;0.194;-0.937;0.082;
19.10.2015 11:37:54.049;0.194;-0.968;0.082;
19.10.2015 11:37:55.049;0.194;-0.968;0.082;
19.10.2015 11:37:56.049;0.226;-0.937;0.082;
